ID,Timestamp,IP Address,Endpoint,Method,Payload Size,Anomaly Score,Rule Flag,Rule Detection,ML Flag,Final Decision,Attacks Count,Failed Attempts
166,2026-02-21 19:23:35,192.168.1.12,/api/auth/register,POST,11,-0.438488,0,,0,NORMAL,0,0
163,2026-02-21 19:23:34,192.168.1.6,/api/upload,GET,0,-0.560548,0,,1,ANOMALY,0,0
164,2026-02-21 19:23:34,203.0.113.8,/api/users,POST,25,-0.454084,1,SLOW_DDoS (171 requests),0,ATTACK,1,0
161,2026-02-21 19:23:33,192.168.1.4,/api/users,POST,32,-0.462186,0,,0,NORMAL,0,0
162,2026-02-21 19:23:33,192.168.1.15,/api/delete,POST,11,-0.437296,0,,0,NORMAL,0,0
159,2026-02-21 19:23:32,192.168.1.11,/api/products,GET,0,-0.569941,0,,1,ANOMALY,0,0
160,2026-02-21 19:23:32,192.168.1.4,/api/search,PUT,28,-0.505937,0,,0,NORMAL,0,0
157,2026-02-21 19:23:31,192.168.1.8,/api/delete,GET,0,-0.560548,0,,1,ANOMALY,0,0
158,2026-02-21 19:23:31,192.168.1.11,/api/search,GET,0,-0.569941,0,,1,ANOMALY,0,0
155,2026-02-21 19:23:30,192.168.1.17,/api/auth/register,GET,0,-0.560548,0,,1,ANOMALY,0,0
156,2026-02-21 19:23:30,192.168.1.13,/api/delete,GET,0,-0.560548,0,,1,ANOMALY,0,0
153,2026-02-21 19:23:29,192.168.1.13,/api/products,GET,0,-0.569941,0,,1,ANOMALY,0,0
154,2026-02-21 19:23:29,192.168.1.6,/api/admin,POST,23,-0.464597,0,,0,NORMAL,0,0
152,2026-02-21 19:23:28,192.168.1.19,/api/products,POST,32,-0.489248,0,,0,NORMAL,0,0
150,2026-02-21 19:23:27,192.168.1.2,/api/admin,GET,0,-0.560548,0,,1,ANOMALY,0,0
151,2026-02-21 19:23:27,192.168.1.9,/api/auth/login,POST,42,-0.471562,0,,0,NORMAL,0,0
148,2026-02-21 19:23:26,192.168.1.10,/api/orders,POST,23,-0.464597,0,,0,NORMAL,0,0
149,2026-02-21 19:23:26,192.168.1.12,/api/search,POST,11,-0.440806,0,,0,NORMAL,0,0
146,2026-02-21 19:23:25,203.0.113.5,/api/users,POST,24,-0.502161,1,SLOW_DDoS (298 requests),0,ATTACK,1,0
147,2026-02-21 19:23:25,192.168.1.8,/api/products,PUT,25,-0.494092,0,,0,NORMAL,0,0
144,2026-02-21 19:23:24,203.0.113.1,/api/users,POST,33,-0.532914,1,"SQL_INJECTION (pattern matched),SLOW_DDoS (234 requests)",1,ATTACK,2,0
145,2026-02-21 19:23:24,192.168.1.6,/api/delete,GET,0,-0.560548,0,,1,ANOMALY,0,0
142,2026-02-21 19:23:23,192.168.1.1,/api/users,POST,11,-0.437296,0,,0,NORMAL,0,0
143,2026-02-21 19:23:23,192.168.1.5,/api/search,PUT,25,-0.494092,0,,0,NORMAL,0,0
140,2026-02-21 19:23:22,192.168.1.2,/api/auth/register,GET,0,-0.560548,0,,1,ANOMALY,0,0
141,2026-02-21 19:23:22,192.168.1.17,/api/admin,POST,34,-0.469944,1,COMMAND_INJECTION,0,ATTACK,1,0
138,2026-02-21 19:23:21,203.0.113.9,/api/auth/login,POST,32,-0.497592,0,,0,NORMAL,0,1
139,2026-02-21 19:23:21,192.168.1.2,/api/delete,POST,11,-0.438488,0,,0,NORMAL,0,0
137,2026-02-21 19:23:20,192.168.1.12,/api/products,POST,32,-0.489248,0,,0,NORMAL,0,0
135,2026-02-21 19:23:19,192.168.1.16,/api/orders,PUT,46,-0.511094,0,,0,NORMAL,0,0
136,2026-02-21 19:23:19,203.0.113.5,/api/products,POST,49,-0.510227,1,"SQL_INJECTION (found 3 keywords),SLOW_DDoS (238 requests)",0,ATTACK,2,0
133,2026-02-21 19:23:18,192.168.1.14,/api/orders,GET,0,-0.557864,0,,1,ANOMALY,0,0
134,2026-02-21 19:23:18,203.0.113.4,/api/auth/login,POST,16,-0.503804,0,,0,NORMAL,0,0
131,2026-02-21 19:23:17,192.168.1.7,/api/auth/register,GET,0,-0.557864,0,,1,ANOMALY,0,0
132,2026-02-21 19:23:17,192.168.1.17,/api/admin,GET,0,-0.557864,0,,1,ANOMALY,0,0
129,2026-02-21 19:23:16,192.168.1.17,/api/upload,GET,0,-0.560548,0,,1,ANOMALY,0,0
130,2026-02-21 19:23:16,192.168.1.8,/api/orders,POST,42,-0.440224,0,,0,NORMAL,0,0
127,2026-02-21 19:23:15,192.168.1.19,/api/products,PUT,11,-0.518714,0,,1,ANOMALY,0,0
128,2026-02-21 19:23:15,192.168.1.14,/api/users,GET,0,-0.564638,0,,1,ANOMALY,0,0
125,2026-02-21 19:23:14,192.168.1.17,/api/search,PUT,32,-0.517846,0,,1,ANOMALY,0,0
126,2026-02-21 19:23:14,192.168.1.14,/api/upload,GET,0,-0.560548,0,,1,ANOMALY,0,0
123,2026-02-21 19:23:13,192.168.1.9,/api/auth/login,POST,11,-0.468731,0,,0,NORMAL,0,0
124,2026-02-21 19:23:13,203.0.113.7,/api/products,POST,25,-0.451078,1,SLOW_DDoS (211 requests),0,ATTACK,1,0
122,2026-02-21 19:23:12,192.168.1.9,/api/auth/register,GET,0,-0.557864,0,,1,ANOMALY,0,0
120,2026-02-21 19:23:11,203.0.113.2,/api/auth/login,POST,28,-0.50239,1,"XSS_INJECTION,SLOW_DDoS (156 requests)",0,ATTACK,2,0
121,2026-02-21 19:23:11,192.168.1.12,/api/admin,GET,0,-0.557487,0,,1,ANOMALY,0,0
118,2026-02-21 19:23:10,192.168.1.3,/api/search,GET,0,-0.564638,0,,1,ANOMALY,0,0
119,2026-02-21 19:23:10,192.168.1.2,/api/search,POST,34,-0.468674,1,COMMAND_INJECTION,0,ATTACK,1,0
117,2026-02-21 19:19:21,192.168.1.4,/api/orders,GET,0,-0.557487,0,,1,ANOMALY,0,0
116,2026-02-21 19:19:20,192.168.1.15,/api/upload,GET,0,-0.560548,0,,1,ANOMALY,0,0
114,2026-02-21 19:19:19,192.168.1.5,/api/search,PUT,11,-0.518363,0,,1,ANOMALY,0,0
115,2026-02-21 19:19:19,192.168.1.11,/api/delete,GET,0,-0.560548,0,,1,ANOMALY,0,0
112,2026-02-21 19:19:18,192.168.1.6,/api/delete,POST,46,-0.472788,0,,0,NORMAL,0,0
113,2026-02-21 19:19:18,203.0.113.7,/api/search,POST,29,-0.486568,1,"SQL_INJECTION (pattern matched),SLOW_DDoS (151 requests)",0,ATTACK,2,0
110,2026-02-21 19:19:17,192.168.1.3,/api/delete,POST,34,-0.469944,1,COMMAND_INJECTION,0,ATTACK,1,0
111,2026-02-21 19:19:17,192.168.1.9,/api/products,POST,34,-0.468674,1,COMMAND_INJECTION,0,ATTACK,1,0
108,2026-02-21 19:19:16,192.168.1.2,/api/search,GET,0,-0.564638,0,,1,ANOMALY,0,0
109,2026-02-21 19:19:16,192.168.1.9,/api/products,POST,32,-0.487595,0,,0,NORMAL,0,0
106,2026-02-21 19:19:15,192.168.1.5,/api/products,POST,25,-0.415897,0,,0,NORMAL,0,0
107,2026-02-21 19:19:15,192.168.1.4,/api/delete,GET,0,-0.560548,0,,1,ANOMALY,0,0
104,2026-02-21 19:19:14,192.168.1.18,/api/search,POST,32,-0.457886,0,,0,NORMAL,0,0
105,2026-02-21 19:19:14,192.168.1.18,/api/search,POST,25,-0.415897,0,,0,NORMAL,0,0
102,2026-02-21 19:19:13,192.168.1.10,/api/orders,GET,0,-0.557487,0,,1,ANOMALY,0,0
103,2026-02-21 19:19:13,192.168.1.12,/api/products,PUT,23,-0.519527,0,,1,ANOMALY,0,0
100,2026-02-21 19:19:12,192.168.1.1,/api/search,GET,0,-0.564638,0,,1,ANOMALY,0,0
101,2026-02-21 19:19:12,192.168.1.5,/api/delete,POST,34,-0.469944,1,COMMAND_INJECTION,0,ATTACK,1,0
99,2026-02-21 19:19:11,192.168.1.1,/api/admin,PUT,11,-0.511834,0,,1,ANOMALY,0,0
97,2026-02-21 19:19:10,192.168.1.12,/api/users,POST,32,-0.457886,0,,0,NORMAL,0,0
98,2026-02-21 19:19:10,203.0.113.4,/api/search,POST,49,-0.518553,1,"SQL_INJECTION (found 3 keywords),SLOW_DDoS (186 requests)",1,ATTACK,2,0
95,2026-02-21 19:19:09,192.168.1.16,/api/auth/register,GET,0,-0.557487,0,,1,ANOMALY,0,0
96,2026-02-21 19:19:09,192.168.1.15,/api/users,GET,0,-0.564638,0,,1,ANOMALY,0,0
93,2026-02-21 19:19:08,192.168.1.9,/api/orders,POST,23,-0.461001,0,,0,NORMAL,0,0
94,2026-02-21 19:19:08,192.168.1.11,/api/auth/login,GET,0,-0.594983,0,,1,ANOMALY,0,0
91,2026-02-21 19:19:07,192.168.1.17,/api/admin,PUT,23,-0.512091,0,,1,ANOMALY,0,0
92,2026-02-21 19:19:07,192.168.1.5,/api/auth/login,PUT,28,-0.536697,0,,1,ANOMALY,0,0
89,2026-02-21 19:19:06,192.168.1.6,/api/auth/register,POST,32,-0.488586,0,,0,NORMAL,0,0
90,2026-02-21 19:19:06,192.168.1.13,/api/products,POST,23,-0.463341,0,,0,NORMAL,0,0
87,2026-02-21 19:19:05,192.168.1.3,/api/orders,GET,0,-0.55711,0,,1,ANOMALY,0,0
88,2026-02-21 19:19:05,203.0.113.5,/api/upload,POST,47,-0.509178,1,"XSS_INJECTION,SLOW_DDoS (198 requests)",0,ATTACK,2,0
86,2026-02-21 19:19:04,192.168.1.18,/api/auth/login,PUT,32,-0.56749,0,,1,ANOMALY,0,0
84,2026-02-21 19:19:03,192.168.1.17,/api/admin,GET,0,-0.55711,0,,1,ANOMALY,0,0
85,2026-02-21 19:19:03,192.168.1.8,/api/admin,GET,0,-0.55711,0,,1,ANOMALY,0,0
82,2026-02-21 19:19:02,203.0.113.6,/api/users,POST,24,-0.489048,1,SLOW_DDoS (243 requests),0,ATTACK,1,0
83,2026-02-21 19:19:02,203.0.113.9,/api/orders,POST,16,-0.474406,1,SLOW_DDoS (117 requests),0,ATTACK,1,0
80,2026-02-21 19:19:01,192.168.1.10,/api/admin,PUT,42,-0.506675,0,,0,NORMAL,0,0
81,2026-02-21 19:19:01,192.168.1.18,/api/products,POST,34,-0.468674,1,COMMAND_INJECTION,0,ATTACK,1,0
78,2026-02-21 19:19:00,192.168.1.4,/api/delete,GET,0,-0.557864,0,,1,ANOMALY,0,0
79,2026-02-21 19:19:00,192.168.1.5,/api/admin,GET,0,-0.55711,0,,1,ANOMALY,0,0
76,2026-02-21 19:18:59,192.168.1.15,/api/orders,POST,23,-0.459293,0,,0,NORMAL,0,0
77,2026-02-21 19:18:59,203.0.113.1,/api/upload,POST,47,-0.504598,1,"XSS_INJECTION,SLOW_DDoS (121 requests)",0,ATTACK,2,0
74,2026-02-21 19:18:58,203.0.113.8,/api/search,GET,30,-0.481474,1,COMMAND_INJECTION,0,ATTACK,1,0
75,2026-02-21 19:18:58,192.168.1.15,/api/users,GET,0,-0.564638,0,,1,ANOMALY,0,0
73,2026-02-21 19:18:57,192.168.1.14,/api/orders,GET,0,-0.555767,0,,1,ANOMALY,0,0
71,2026-02-21 19:18:56,203.0.113.4,/api/search,POST,25,-0.466467,1,SLOW_DDoS (296 requests),0,ATTACK,1,0
72,2026-02-21 19:18:56,192.168.1.5,/api/users,POST,42,-0.441422,0,,0,NORMAL,0,0
69,2026-02-21 19:18:55,192.168.1.4,/api/auth/login,PUT,11,-0.548124,0,,1,ANOMALY,0,0
70,2026-02-21 19:18:55,192.168.1.14,/api/delete,GET,0,-0.557487,0,,1,ANOMALY,0,0
67,2026-02-21 19:18:54,192.168.1.6,/api/products,GET,0,-0.560928,0,,1,ANOMALY,0,0
68,2026-02-21 19:18:54,192.168.1.2,/api/users,POST,32,-0.487595,0,,0,NORMAL,0,0
65,2026-02-21 19:18:53,192.168.1.4,/api/products,GET,0,-0.560928,0,,1,ANOMALY,0,0
66,2026-02-21 19:18:53,192.168.1.7,/api/users,POST,32,-0.457886,0,,0,NORMAL,0,0
63,2026-02-21 19:18:52,192.168.1.8,/api/auth/login,POST,25,-0.447066,0,,0,NORMAL,0,0
64,2026-02-21 19:18:52,192.168.1.12,/api/users,GET,0,-0.560928,0,,1,ANOMALY,0,0
61,2026-02-21 19:18:51,192.168.1.17,/api/upload,POST,32,-0.488586,0,,0,NORMAL,0,0
62,2026-02-21 19:18:51,203.0.113.9,/api/users,POST,49,-0.51848,1,"SQL_INJECTION (found 3 keywords),SLOW_DDoS (161 requests)",1,ATTACK,2,0
59,2026-02-21 19:18:50,192.168.1.10,/api/admin,PUT,32,-0.52884,0,,1,ANOMALY,0,0
60,2026-02-21 19:18:50,203.0.113.7,/api/products,POST,33,-0.533636,1,"SQL_INJECTION (pattern matched),SLOW_DDoS (288 requests)",1,ATTACK,2,0
57,2026-02-21 19:18:49,192.168.1.4,/api/products,POST,32,-0.488917,0,,0,NORMAL,0,0
58,2026-02-21 19:18:49,192.168.1.18,/api/search,POST,32,-0.488917,0,,0,NORMAL,0,0
56,2026-02-21 19:18:48,203.0.113.8,/api/users,POST,17,-0.448497,1,SLOW_DDoS (280 requests),0,ATTACK,1,0
54,2026-02-21 19:18:47,192.168.1.10,/api/upload,POST,28,-0.426443,0,,0,NORMAL,0,0
55,2026-02-21 19:18:47,192.168.1.15,/api/upload,POST,28,-0.426792,0,,0,NORMAL,0,0
52,2026-02-21 19:18:46,192.168.1.6,/api/users,POST,23,-0.464597,0,,0,NORMAL,0,0
53,2026-02-21 19:18:46,192.168.1.16,/api/users,GET,0,-0.560548,0,,1,ANOMALY,0,0
50,2026-02-21 19:18:45,192.168.1.18,/api/auth/register,PUT,32,-0.507102,0,,0,NORMAL,0,0
51,2026-02-21 19:18:45,192.168.1.5,/api/products,POST,28,-0.428823,0,,0,NORMAL,0,0
48,2026-02-21 19:18:44,192.168.1.7,/api/delete,GET,0,-0.557487,0,,1,ANOMALY,0,0
49,2026-02-21 19:18:44,192.168.1.10,/api/delete,POST,23,-0.461001,0,,0,NORMAL,0,0
46,2026-02-21 19:18:43,192.168.1.10,/api/delete,GET,0,-0.55711,0,,1,ANOMALY,0,0
47,2026-02-21 19:18:43,192.168.1.14,/api/delete,GET,0,-0.55711,0,,1,ANOMALY,0,0
44,2026-02-21 19:18:42,192.168.1.6,/api/delete,PUT,25,-0.482911,0,,0,NORMAL,0,0
45,2026-02-21 19:18:42,203.0.113.6,/api/auth/register,GET,13,-0.466693,1,"COMMAND_INJECTION,SLOW_DDoS (102 requests)",0,ATTACK,2,0
42,2026-02-21 19:18:41,192.168.1.5,/api/products,POST,42,-0.442618,0,,0,NORMAL,0,0
43,2026-02-21 19:18:41,192.168.1.8,/api/auth/login,POST,28,-0.459028,0,,0,NORMAL,0,0
40,2026-02-21 19:18:40,192.168.1.8,/api/auth/login,GET,0,-0.593777,0,,1,ANOMALY,0,0
41,2026-02-21 19:18:40,203.0.113.7,/api/search,POST,29,-0.485424,1,"SQL_INJECTION (pattern matched),SLOW_DDoS (268 requests)",0,ATTACK,2,0
39,2026-02-21 19:18:39,192.168.1.5,/api/auth/register,PUT,46,-0.510495,0,,0,NORMAL,0,0
37,2026-02-21 19:18:38,192.168.1.9,/api/auth/register,POST,23,-0.460092,0,,0,NORMAL,0,0
38,2026-02-21 19:18:38,192.168.1.15,/api/users,GET,0,-0.560548,0,,1,ANOMALY,0,0
35,2026-02-21 19:18:37,192.168.1.12,/api/delete,GET,0,-0.55711,0,,1,ANOMALY,0,0
36,2026-02-21 19:18:37,192.168.1.13,/api/users,POST,28,-0.428823,0,,0,NORMAL,0,0
33,2026-02-21 19:18:36,192.168.1.4,/api/users,GET,0,-0.560548,0,,1,ANOMALY,0,0
34,2026-02-21 19:18:36,192.168.1.4,/api/orders,GET,0,-0.556152,0,,1,ANOMALY,0,0
31,2026-02-21 19:18:35,203.0.113.7,/api/products,POST,30,-0.49853,1,"SQL_INJECTION (pattern matched),COMMAND_INJECTION,SLOW_DDoS (169 requests)",0,ATTACK,3,0
32,2026-02-21 19:18:35,192.168.1.17,/api/auth/register,GET,0,-0.55711,0,,1,ANOMALY,0,0
29,2026-02-21 19:18:34,192.168.1.10,/api/products,GET,0,-0.560548,0,,1,ANOMALY,0,0
30,2026-02-21 19:18:34,192.168.1.19,/api/search,GET,0,-0.560548,0,,1,ANOMALY,0,0
28,2026-02-21 19:18:33,203.0.113.2,/api/auth/register,POST,16,-0.471379,1,SLOW_DDoS (120 requests),0,ATTACK,1,0
26,2026-02-21 19:18:32,192.168.1.11,/api/users,GET,0,-0.560548,0,,1,ANOMALY,0,0
27,2026-02-21 19:18:32,192.168.1.5,/api/delete,PUT,28,-0.49141,0,,0,NORMAL,0,0
24,2026-02-21 19:18:31,192.168.1.8,/api/admin,POST,42,-0.436288,0,,0,NORMAL,0,0
25,2026-02-21 19:18:31,192.168.1.9,/api/auth/login,GET,0,-0.593777,0,,1,ANOMALY,0,0
22,2026-02-21 19:18:30,192.168.1.2,/api/orders,GET,0,-0.554196,0,,1,ANOMALY,0,0
23,2026-02-21 19:18:30,192.168.1.11,/api/admin,POST,25,-0.41429,0,,0,NORMAL,0,0
20,2026-02-21 19:18:29,192.168.1.8,/api/products,POST,42,-0.442618,0,,0,NORMAL,0,0
21,2026-02-21 19:18:29,192.168.1.6,/api/users,GET,0,-0.557864,0,,1,ANOMALY,0,0
18,2026-02-21 19:18:28,192.168.1.2,/api/admin,POST,46,-0.464689,0,,0,NORMAL,0,0
19,2026-02-21 19:18:28,192.168.1.2,/api/upload,GET,0,-0.55711,0,,1,ANOMALY,0,0
16,2026-02-21 19:18:27,192.168.1.6,/api/delete,POST,11,-0.433343,0,,0,NORMAL,0,0
17,2026-02-21 19:18:27,203.0.113.1,/api/products,POST,25,-0.4523,1,SLOW_DDoS (195 requests),0,ATTACK,1,0
14,2026-02-21 19:18:26,192.168.1.10,/api/admin,GET,0,-0.556327,0,,1,ANOMALY,0,0
15,2026-02-21 19:18:26,192.168.1.14,/api/search,PUT,32,-0.536837,0,,1,ANOMALY,0,0
12,2026-02-21 19:18:25,192.168.1.8,/api/products,GET,0,-0.557864,0,,1,ANOMALY,0,0
13,2026-02-21 19:18:25,192.168.1.9,/api/auth/login,POST,23,-0.493904,0,,0,NORMAL,0,0
11,2026-02-21 19:18:24,192.168.1.10,/api/auth/login,GET,0,-0.593375,0,,1,ANOMALY,0,0
9,2026-02-21 19:18:23,192.168.1.5,/api/auth/login,POST,34,-0.500265,1,COMMAND_INJECTION,0,ATTACK,1,0
10,2026-02-21 19:18:23,192.168.1.13,/api/delete,GET,0,-0.554196,0,,1,ANOMALY,0,0
7,2026-02-21 19:18:22,192.168.1.2,/api/delete,POST,28,-0.424049,0,,0,NORMAL,0,0
8,2026-02-21 19:18:22,192.168.1.6,/api/orders,GET,0,-0.554946,0,,1,ANOMALY,0,0
5,2026-02-21 19:18:21,203.0.113.7,/api/orders,POST,34,-0.508605,1,"XSS_INJECTION,SLOW_DDoS (154 requests)",0,ATTACK,2,0
6,2026-02-21 19:18:21,192.168.1.10,/api/auth/login,POST,46,-0.502033,0,,0,NORMAL,0,0
3,2026-02-21 19:18:20,192.168.1.16,/api/search,POST,11,-0.438488,0,,0,NORMAL,0,0
4,2026-02-21 19:18:20,192.168.1.18,/api/products,GET,0,-0.557864,0,,1,ANOMALY,0,0
1,2026-02-21 19:18:19,192.168.1.2,/api/users,POST,28,-0.428823,0,,0,NORMAL,0,0
2,2026-02-21 19:18:19,192.168.1.5,/api/orders,POST,42,-0.439686,0,,0,NORMAL,0,0
